city;city_ibge_code;confirmed;confirmed_per_100k_inhabitants;date;death_rate;deaths;estimated_population_2019;is_last;order_for_place;place_type;state
Jaguaruna;4208807;2;9,98801;2020-03-30;;0,0;20024,0;True;10;city;SC
Jaraguá do Sul;4208906;3;1,68827;2020-03-30;;0,0;177697,0;True;11;city;SC
Joinville;4209102;14;2,37101;2020-03-30;0,0714;1,0;590466,0;True;18;city;SC
Lages;4209300;1;0,63474;2020-03-30;;0,0;157544,0;True;9;city;SC
Laguna;4209409;1;2,18274;2020-03-30;;0,0;45814,0;True;7;city;SC
Navegantes;4211306;3;3,68211;2020-03-30;;0,0;81475,0;True;11;city;SC
Papanduva;4212205;2;10,35197;2020-03-30;;0,0;19320,0;True;3;city;SC
Pescaria Brava;4212650;1;9,90982;2020-03-30;;0,0;10091,0;True;1;city;SC
Pomerode;4213203;1;2,9898;2020-03-30;;0,0;33447,0;True;11;city;SC
Porto Belo;4213500;4;18,70208;2020-03-30;;0,0;21388,0;True;8;city;SC
Rancho Queimado;4214300;2;69,4927;2020-03-30;;0,0;2878,0;True;17;city;SC
São Francisco do Sul;4216206;1;1,89678;2020-03-30;;0,0;52721,0;True;3;city;SC
São José;4216602;10;4,05538;2020-03-30;0,1;1,0;246586,0;True;12;city;SC
São Lourenço do Oeste;4216909;1;4,15351;2020-03-30;;0,0;24076,0;True;4;city;SC
São Ludgero;4217006;1;7,45712;2020-03-30;;0,0;13410,0;True;6;city;SC
São Pedro de Alcântara;4217253;1;17,17328;2020-03-30;;0,0;5823,0;True;6;city;SC
Siderópolis;4217600;2;14,27857;2020-03-30;;0,0;14007,0;True;5;city;SC
Tijucas;4218004;1;2,60369;2020-03-30;;0,0;38407,0;True;7;city;SC
Timbé do Sul;4218103;1;18,69858;2020-03-30;;0,0;5348,0;True;5;city;SC
Tubarão;4218707;9;8,51579;2020-03-30;;0,0;105686,0;True;13;city;SC
Urussanga;4219002;1;4,7019;2020-03-30;;0,0;21268,0;True;3;city;SC
;42;219;3,05662;2020-03-30;0,0091;2,0;7164788,0;True;19;state;SC
Aracaju;2800308;15;2,28306;2020-03-30;;0,0;657013,0;True;9;city;SE
Nossa Senhora da Glória;2804508;1;2,70827;2020-03-30;;0,0;36924,0;True;5;city;SE
Propriá;2805703;2;6,75083;2020-03-30;;0,0;29626,0;True;6;city;SE
;28;18;0,78305;2020-03-30;;0,0;2298696,0;True;9;state;SE
Arujá;3503901;1;1,11329;2020-03-30;;0,0;89824,0;True;3;city;SP
Barueri;3505708;6;2,18833;2020-03-30;;0,0;274182,0;True;7;city;SP
Brodowski;3507803;1;4,00978;2020-03-30;;0,0;24939,0;True;1;city;SP
Caieiras;3509007;3;2,95654;2020-03-30;;0,0;101470,0;True;4;city;SP
Cajamar;3509205;1;1,30207;2020-03-30;;0,0;76801,0;True;1;city;SP
Campinas;3509502;11;0,91357;2020-03-30;;0,0;1204073,0;True;7;city;SP
Carapicuíba;3510609;3;0,74827;2020-03-30;;0,0;400927,0;True;9;city;SP
Cotia;3513009;6;2,40761;2020-03-30;;0,0;249210,0;True;7;city;SP
Diadema;3513801;2;0,47183;2020-03-30;;0,0;423884,0;True;2;city;SP
Embu das Artes;3515004;3;1,09599;2020-03-30;0,3333;1,0;273726,0;True;4;city;SP
Ferraz de Vasconcelos;3515707;3;1,54419;2020-03-30;;0,0;194276,0;True;11;city;SP
Guarulhos;3518800;14;1,01509;2020-03-30;0,1429;2,0;1379182,0;True;9;city;SP
Hortolândia;3519071;1;0,43318;2020-03-30;;0,0;230851,0;True;5;city;SP
Importados/Indefinidos;;48;;2020-03-30;0,0208;1,0;;True;6;city;SP
Iracemápolis;3521408;1;4,12626;2020-03-30;;0,0;24235,0;True;4;city;SP
Itapevi;3522505;1;0,4207;2020-03-30;;0,0;237700,0;True;1;city;SP
Itupeva;3524006;1;1,6326;2020-03-30;;0,0;61252,0;True;1;city;SP
Jaguariúna;3524709;1;1,73949;2020-03-30;;0,0;57488,0;True;7;city;SP
Jandira;3525003;1;0,8004;2020-03-30;;0,0;124937,0;True;1;city;SP
Jundiaí;3525904;3;0,71606;2020-03-30;;0,0;418962,0;True;4;city;SP
Louveira;3527306;1;2,04562;2020-03-30;;0,0;48885,0;True;3;city;SP
Mairiporã;3528502;2;1,99643;2020-03-30;;0,0;100179,0;True;3;city;SP
Mauá;3529401;2;0,42291;2020-03-30;;0,0;472912,0;True;9;city;SP
Mogi das Cruzes;3530607;9;2,01865;2020-03-30;;0,0;445842,0;True;5;city;SP
Osasco;3534401;14;2,00453;2020-03-30;0,0714;1,0;698418,0;True;7;city;SP
Paulínia;3536505;1;0,91388;2020-03-30;;0,0;109424,0;True;1;city;SP
Penápolis;3537305;1;1,57711;2020-03-30;;0,0;63407,0;True;1;city;SP
Piracicaba;3538709;3;0,74231;2020-03-30;;0,0;404142,0;True;1;city;SP
Poá;3539806;1;0,85141;2020-03-30;;0,0;117452,0;True;4;city;SP
Porto Feliz;3540606;1;1,88331;2020-03-30;;0,0;53098,0;True;1;city;SP
Ribeirão Pires;3543303;1;0,81042;2020-03-30;;0,0;123393,0;True;4;city;SP
Ribeirão Preto;3543402;5;0,71094;2020-03-30;0,2;1,0;703293,0;True;3;city;SP
Rio Claro;3543907;1;0,48444;2020-03-30;;0,0;206424,0;True;4;city;SP
Santana de Parnaíba;3547304;7;5,01983;2020-03-30;;0,0;139447,0;True;16;city;SP
Santo André;3547809;40;5,56504;2020-03-30;;0,0;718773,0;True;9;city;SP
Santos;3548500;1;0,23078;2020-03-30;;0,0;433311,0;True;1;city;SP
São Bernardo do Campo;3548708;33;3,93355;2020-03-30;0,0303;1,0;838936,0;True;9;city;SP
São Caetano do Sul;3548807;27;16,75697;2020-03-30;;0,0;161127,0;True;9;city;SP
São José do Rio Preto;3549805;3;0,65122;2020-03-30;;0,0;460671,0;True;7;city;SP
São José dos Campos;3549904;5;0,69257;2020-03-30;;0,0;721944,0;True;6;city;SP
São Paulo;3550308;1233;10,06364;2020-03-30;0,0835;103,0;12252023,0;True;26;city;SP
São Pedro;3550407;1;2,80481;2020-03-30;;0,0;35653,0;True;1;city;SP
São Sebastião;3550704;2;2,2477;2020-03-30;;0,0;88980,0;True;4;city;SP
Sorocaba;3552205;3;0,44158;2020-03-30;0,3333;1,0;679378,0;True;2;city;SP
Suzano;3552502;1;0,33598;2020-03-30;;0,0;297637,0;True;6;city;SP
Taboão da Serra;3552809;3;1,03568;2020-03-30;0,3333;1,0;289664,0;True;5;city;SP
Tatuí;3554003;1;0,82125;2020-03-30;;0,0;121766,0;True;3;city;SP
Taubaté;3554102;1;0,31754;2020-03-30;;0,0;314924,0;True;6;city;SP
Valinhos;3556206;1;0,77404;2020-03-30;;0,0;129193,0;True;4;city;SP
Vargem Grande Paulista;3556453;2;3,8025;2020-03-30;0,5;1,0;52597,0;True;6;city;SP
;35;1517;3,30364;2020-03-30;0,0745;113,0;45919049,0;True;32;state;SP
Araguaína;1702109;2;1,10822;2020-03-30;;0,0;180470,0;True;4;city;TO
Palmas;1721000;9;3,00876;2020-03-30;;0,0;299127,0;True;12;city;TO
;17;11;0,69936;2020-03-30;;0,0;1572866,0;True;11;state;TO
Acrelândia;1200013;2;13,1096;2020-03-29;;0,0;15256,0;False;1;city;AC
Porto Acre;1200807;1;5,40424;2020-03-29;;0,0;18504,0;False;1;city;AC
Rio Branco;1200401;31;7,61074;2020-03-29;;0,0;407319,0;False;13;city;AC
;12;34;3,85516;2020-03-29;;0,0;881935,0;False;13;state;AC
Importados/Indefinidos;;4;;2020-03-29;;0,0;;False;1;city;AL
Maceió;2704302;12;1,17769;2020-03-29;;0,0;1018948,0;False;19;city;AL
Porto Real do Colégio;2707503;1;4,98355;2020-03-29;;0,0;20066,0;False;5;city;AL
;27;17;0,50939;2020-03-29;;0,0;3337357,0;False;19;state;AL
Anori;1300102;1;4,75964;2020-03-29;;;21010,0;False;1;city;AM
Boca do Acre;1300706;1;2,91477;2020-03-29;;;34308,0;False;4;city;AM
Itacoatiara;1301902;2;1,97361;2020-03-29;;;101337,0;False;1;city;AM
Manacapuru;1302504;2;2,05387;2020-03-29;;;97377,0;False;3;city;AM
Manaus;1302603;131;6,00157;2020-03-29;;;2182763,0;False;13;city;AM
Parintins;1303403;2;1,75019;2020-03-29;0,5;1,0;114273,0;False;7;city;AM
Santo Antônio do Içá;1303700;1;4,6292;2020-03-29;;;21602,0;False;4;city;AM
;13;140;3,37789;2020-03-29;0,0071;1,0;4144597,0;False;13;state;AM
Macapá;1600303;8;1,58942;2020-03-29;;0,0;503327,0;False;10;city;AP
;16;8;0,94593;2020-03-29;;0,0;845731,0;False;10;state;AP
Alagoinhas;2900702;1;0,65965;2020-03-29;;0,0;151596,0;False;4;city;BA
Barreiras;2903201;1;0,64334;2020-03-29;;0,0;155439,0;False;8;city;BA
Brumado;2904605;1;1,48821;2020-03-29;;0,0;67195,0;False;7;city;BA
Camaçari;2905701;1;0,3343;2020-03-29;;0,0;299132,0;False;10;city;BA
Canarana;2906204;1;3,82029;2020-03-29;;0,0;26176,0;False;5;city;BA
Conceição do Jacuípe;2908507;1;3,01632;2020-03-29;;0,0;33153,0;False;8;city;BA
Conde;2908606;1;3,87042;2020-03-29;;0,0;25837,0;False;6;city;BA
Feira de Santana;2910800;9;1,46372;2020-03-29;;0,0;614872,0;False;22;city;BA
Ilhéus;2913606;2;1,23208;2020-03-29;;0,0;162327,0;False;5;city;BA
Importados/Indefinidos;;0;;2020-03-29;;0,0;;True;6;city;BA
Itabuna;2914802;2;0,93799;2020-03-29;;0,0;213223,0;False;11;city;BA
Itagibá;2915205;1;6,85918;2020-03-29;;0,0;14579,0;False;2;city;BA
Itamaraju;2915601;1;1,55072;2020-03-29;;;64486,0;False;1;city;BA
Itororó;2917102;1;4,90629;2020-03-29;;;20382,0;False;1;city;BA
Jequié;2918001;1;0,64117;2020-03-29;;0,0;155966,0;False;7;city;BA
Juazeiro;2918407;2;0,92291;2020-03-29;;0,0;216707,0;False;7;city;BA
Lauro de Freitas;2919207;11;5,54324;2020-03-29;;0,0;198440,0;False;11;city;BA
Pojuca;2925204;1;2,53043;2020-03-29;;;39519,0;False;1;city;BA
Porto Seguro;2925303;10;6,72558;2020-03-29;;0,0;148686,0;False;14;city;BA
Prado;2925501;3;10,64812;2020-03-29;;0,0;28174,0;False;13;city;BA
Salvador;2927408;103;3,58592;2020-03-29;0,0097;1,0;2872347,0;False;16;city;BA
São Domingos;2928950;1;11,03996;2020-03-29;;0,0;9058,0;False;5;city;BA
Teixeira de Freitas;2931350;1;0,6231;2020-03-29;;0,0;160487,0;False;6;city;BA
;29;156;1,04888;2020-03-29;0,0064;1,0;14873064,0;False;22;state;BA
Aquiraz;2301000;7;8,72046;2020-03-29;;0,0;80271,0;False;13;city;CE
Caucaia;2303709;1;0,2767;2020-03-29;;0,0;361400,0;False;2;city;CE
Fortaleza;2304400;338;12,6623;2020-03-29;0,0148;5,0;2669342,0;False;13;city;CE
Fortim;2304459;1;6,06796;2020-03-29;;0,0;16480,0;False;10;city;CE
Importados/Indefinidos;;0;;2020-03-29;;0,0;;False;11;city;CE
Itaitinga;2306256;1;2,63296;2020-03-29;;0,0;37980,0;False;1;city;CE
Juazeiro do Norte;2307304;1;0,36469;2020-03-29;;0,0;274207,0;False;10;city;CE
Maracanaú;2307650;1;0,43882;2020-03-29;;0,0;227886,0;False;1;city;CE
Maranguape;2307700;1;0,77533;2020-03-29;;0,0;128978,0;False;3;city;CE
Mauriti;2308104;1;2,08498;2020-03-29;;0,0;47962,0;False;6;city;CE
Quixadá;2311306;2;2,27977;2020-03-29;;0,0;87728,0;False;2;city;CE
Sobral;2312908;5;2,39309;2020-03-29;;0,0;208935,0;False;11;city;CE
;23;359;3,9312;2020-03-29;0,0139;5,0;9132078,0;False;14;state;CE
Brasília;5300108;298;9,88304;2020-03-29;0,0034;1,0;3015268,0;False;22;city;DF
;53;298;9,88304;2020-03-29;0,0034;1,0;3015268,0;False;22;state;DF
Cachoeiro de Itapemirim;3201209;1;0,47853;2020-03-29;;0,0;208972,0;False;10;city;ES
Cariacica;3201308;2;0,52454;2020-03-29;;0,0;381285,0;False;10;city;ES
Castelo;3201407;1;2,66425;2020-03-29;;0,0;37534,0;False;4;city;ES
Guarapari;3202405;1;0,8009;2020-03-29;;0,0;124859,0;False;2;city;ES
Importados/Indefinidos;;1;;2020-03-29;;0,0;;False;6;city;ES
Itapemirim;3202801;1;2,91138;2020-03-29;;0,0;34348,0;False;2;city;ES
Linhares;3203205;4;2,30474;2020-03-29;;0,0;173555,0;False;11;city;ES
Santa Teresa;3204609;1;4,23908;2020-03-29;;0,0;23590,0;False;7;city;ES
São Mateus;3204906;1;0,76563;2020-03-29;;;130611,0;False;1;city;ES
São Roque do Canaã;3204955;1;8,05477;2020-03-29;;0,0;12415,0;False;3;city;ES
Serra;3205002;9;1,7391;2020-03-29;;0,0;517510,0;False;7;city;ES
Vila Velha;3205200;28;5,66988;2020-03-29;;0,0;493838,0;False;11;city;ES
Vitória;3205309;21;5,79955;2020-03-29;;0,0;362097,0;False;11;city;ES
;32;72;1,79165;2020-03-29;;0,0;4018650,0;False;25;state;ES
Águas Lindas de Goiás;5200258;1;0,47072;2020-03-29;;0,0;212440,0;False;2;city;GO
Anápolis;5201108;4;1,0338;2020-03-29;;0,0;386923,0;False;13;city;GO
Aparecida de Goiânia;5201405;2;0,34591;2020-03-29;;0,0;578179,0;False;11;city;GO
Catalão;5205109;1;0,91892;2020-03-29;;0,0;108823,0;False;8;city;GO
Goianésia;5208608;1;1,42686;2020-03-29;;0,0;70084,0;False;2;city;GO
Goiânia;5208707;33;2,17662;2020-03-29;;0,0;1516113,0;False;17;city;GO
Hidrolândia;5209705;1;4,60702;2020-03-29;;0,0;21706,0;False;3;city;GO
Importados/Indefinidos;;0;;2020-03-29;;0,0;;False;10;city;GO
Jataí;5211909;2;1,98251;2020-03-29;;0,0;100882,0;False;11;city;GO
Luziânia;5212501;1;0,48008;2020-03-29;1,0;1,0;208299,0;False;5;city;GO
Rio Verde;5218805;7;2,97054;2020-03-29;;0,0;235647,0;False;17;city;GO
Silvânia;5220603;1;4,83209;2020-03-29;;0,0;20695,0;False;5;city;GO
Valparaíso de Goiás;5221858;2;1,18717;2020-03-29;;0,0;168468,0;False;6;city;GO
;52;56;0,79791;2020-03-29;0,0179;1,0;7018354,0;False;18;state;GO
São Luís;2111300;21;1,90583;2020-03-29;0,0476;1,0;1101884,0;False;10;city;MA
;21;21;0,29681;2020-03-29;0,0476;1,0;7075181,0;False;10;state;MA
Belo Horizonte;3106200;143;5,69252;2020-03-29;;0,0;2512070,0;False;13;city;MG
Betim;3106705;5;1,13807;2020-03-29;;0,0;439340,0;False;7;city;MG
Boa Esperança;3107109;1;2,49209;2020-03-29;;0,0;40127,0;False;4;city;MG
Bom Despacho;3107406;1;1,97609;2020-03-29;;0,0;50605,0;False;7;city;MG
Campo Belo;3111200;1;1,85086;2020-03-29;;0,0;54029,0;False;3;city;MG
Campos Altos;3111507;1;6,46789;2020-03-29;;0,0;15461,0;False;7;city;MG
Carmo do Cajuru;3114204;1;4,44879;2020-03-29;;0,0;22478,0;False;3;city;MG
Contagem;3118601;4;0,60254;2020-03-29;;0,0;663855,0;False;7;city;MG
Coronel Fabriciano;3119401;1;0,91029;2020-03-29;;0,0;109855,0;False;12;city;MG
Divinópolis;3122306;7;2,93834;2020-03-29;;0,0;238230,0;False;20;city;MG
Extrema;3125101;1;2,76052;2020-03-29;;0,0;36225,0;False;1;city;MG
Governador Valadares;3127701;2;0,71458;2020-03-29;;0,0;279885,0;False;4;city;MG
Guimarânia;3128907;1;12,43936;2020-03-29;;0,0;8039,0;False;3;city;MG
Importados/Indefinidos;;3;;2020-03-29;;0,0;;False;8;city;MG
Ipatinga;3131307;1;0,37964;2020-03-29;;0,0;263410,0;False;16;city;MG
Juiz de Fora;3136702;11;1,93365;2020-03-29;;0,0;568873,0;False;14;city;MG
Lagoa da Prata;3137205;2;3,83399;2020-03-29;;0,0;52165,0;False;7;city;MG
Mariana;3140001;2;3,29359;2020-03-29;;0,0;60724,0;False;9;city;MG
Muriaé;3143906;1;0,91943;2020-03-29;;0,0;108763,0;False;1;city;MG
Nova Lima;3144805;19;20,0234;2020-03-29;;0,0;94889,0;False;12;city;MG
Patrocínio;3148103;1;1,10184;2020-03-29;;0,0;90757,0;False;14;city;MG
Poços de Caldas;3151800;2;1,19476;2020-03-29;;0,0;167397,0;False;9;city;MG
Sabará;3156700;3;2,20032;2020-03-29;;0,0;136344,0;False;3;city;MG
Santa Luzia;3157807;1;0,45634;2020-03-29;;0,0;219134,0;False;1;city;MG
São João del Rei;3162500;2;2,2202;2020-03-29;;0,0;90082,0;False;4;city;MG
Serra do Salitre;3166808;1;8,63409;2020-03-29;;0,0;11582,0;False;1;city;MG
Sete Lagoas;3167202;2;0,83459;2020-03-29;;0,0;239639,0;False;12;city;MG
Timóteo;3168705;1;1,11307;2020-03-29;;0,0;89842,0;False;7;city;MG
Uberaba;3170107;3;0,89879;2020-03-29;;0,0;333783,0;False;9;city;MG
Uberlândia;3170206;7;1,01258;2020-03-29;;0,0;691305,0;False;12;city;MG
;31;231;1,09123;2020-03-29;;0,0;21168791,0;False;21;state;MG
Batayporã;5002001;2;17,65381;2020-03-29;;0,0;11329,0;False;3;city;MS
Campo Grande;5002704;29;3,23667;2020-03-29;;0,0;895982,0;False;16;city;MS
Dourados;5003702;2;0,89707;2020-03-29;;0,0;222949,0;False;2;city;MS
Ponta Porã;5006606;1;1,08078;2020-03-29;;0,0;92526,0;False;9;city;MS
Rio Verde de Mato Grosso;5007406;1;5,06432;2020-03-29;;0,0;19746,0;False;3;city;MS
Sidrolândia;5007901;1;1,73415;2020-03-29;;0,0;57665,0;False;11;city;MS
;50;36;1,29544;2020-03-29;;0,0;2778986,0;False;16;state;MS
Ananindeua;1500800;4;0,75387;2020-03-29;;0,0;530598,0;False;5;city;PA
Belém;1501402;12;0,80389;2020-03-29;;0,0;1492745,0;False;12;city;PA
Castanhal;1502400;1;0,49803;2020-03-29;;0,0;200793,0;False;4;city;PA
Itaituba;1503606;1;0,98768;2020-03-29;;0,0;101247,0;False;4;city;PA
Marabá;1504208;1;0,35798;2020-03-29;;0,0;279349,0;False;7;city;PA
Parauapebas;1505536;1;0,48014;2020-03-29;;0,0;208273,0;False;2;city;PA
;15;20;0,23248;2020-03-29;;0,0;8602865,0;False;12;state;PA
Campina Grande;2504009;2;0,48813;2020-03-29;;;409731,0;False;3;city;PB
Igaracy;2502607;1;16,34788;2020-03-29;;;6117,0;False;7;city;PB
João Pessoa;2507507;10;1,23607;2020-03-29;;;809015,0;False;18;city;PB
Sousa;2516201;1;1,44001;2020-03-29;;;69444,0;False;3;city;PB
;25;14;0,34842;2020-03-29;;0,0;4018127,0;False;18;state;PB
Belo Jardim;2601706;1;1,30823;2020-03-29;;;76439,0;False;11;city;PE
Camaragibe;2603454;1;0,6336;2020-03-29;;;157828,0;False;3;city;PE
Caruaru;2604106;1;0,27692;2020-03-29;;;361118,0;False;7;city;PE
Fernando de Noronha;2605459;1;32,66906;2020-03-29;;;3061,0;False;3;city;PE
Goiana;2606200;1;1,25379;2020-03-29;;;79758,0;False;3;city;PE
Importados/Indefinidos;;5;;2020-03-29;0,2;1,0;;False;13;city;PE
Jaboatão dos Guararapes;2607901;6;0,85434;2020-03-29;;;702298,0;False;11;city;PE
Olinda;2609600;4;1,01916;2020-03-29;;;392482,0;False;8;city;PE
Petrolina;2611101;2;0,57283;2020-03-29;;;349145,0;False;7;city;PE
Recife;2611606;50;3,03817;2020-03-29;0,08;4,0;1645727,0;False;15;city;PE
São Lourenço da Mata;2613701;1;0,88316;2020-03-29;;;113230,0;False;2;city;PE
;26;73;0,76383;2020-03-29;0,0685;5,0;9557071,0;False;18;state;PE
Campo Largo;4104204;2;1,51513;2020-03-29;;0,0;132002,0;False;13;city;PR
Campo Mourão;4104303;2;2,10839;2020-03-29;;0,0;94859,0;False;5;city;PR
Cascavel;4104808;8;2,43565;2020-03-29;;0,0;328454,0;False;7;city;PR
Castro;4104907;1;1,39891;2020-03-29;;0,0;71484,0;False;1;city;PR
Cianorte;4105508;7;8,47252;2020-03-29;;0,0;82620,0;False;16;city;PR
Colombo;4105805;1;0,4103;2020-03-29;;0,0;243726,0;False;8;city;PR
Contenda;4106209;1;5,38097;2020-03-29;;0,0;18584,0;False;1;city;PR
Curitiba;4106902;73;3,77631;2020-03-29;;0,0;1933105,0;False;16;city;PR
Faxinal;4107603;1;5,79677;2020-03-29;;0,0;17251,0;False;5;city;PR
Foz do Iguaçu;4108304;10;3,86799;2020-03-29;;0,0;258532,0;False;12;city;PR
Guaíra;4108809;2;6,03883;2020-03-29;;0,0;33119,0;False;10;city;PR
Guarapuava;4109401;1;0,55095;2020-03-29;;0,0;181504,0;False;3;city;PR
Importados/Indefinidos;;5;;2020-03-29;;0,0;;False;8;city;PR
Iretama;4110805;1;9,83381;2020-03-29;;0,0;10169,0;False;3;city;PR
Londrina;4113700;7;1,22865;2020-03-29;;0,0;569733,0;False;13;city;PR
Marechal Cândido Rondon;4114609;1;1,88879;2020-03-29;;0,0;52944,0;False;1;city;PR
Maringá;4115200;8;1,88828;2020-03-29;0,25;2,0;423666,0;False;12;city;PR
Mariópolis;4115309;1;15,12859;2020-03-29;;0,0;6610,0;False;2;city;PR
Medianeira;4115804;1;2,1646;2020-03-29;;0,0;46198,0;False;1;city;PR
Paranavaí;4118402;2;2,26311;2020-03-29;;0,0;88374,0;False;6;city;PR
Pato Branco;4118501;2;2,4131;2020-03-29;;0,0;82881,0;False;9;city;PR
Peabiru;4118808;1;7,1449;2020-03-29;;0,0;13996,0;False;1;city;PR
Pinhais;4119152;3;2,27003;2020-03-29;;0,0;132157,0;False;9;city;PR
Ponta Grossa;4119905;3;0,85291;2020-03-29;;0,0;351736,0;False;9;city;PR
Quatiguá;4120705;1;13,42462;2020-03-29;;0,0;7449,0;False;2;city;PR
Rio Negro;4122305;1;2,92654;2020-03-29;;0,0;34170,0;False;3;city;PR
São José dos Pinhais;4125506;1;0,30927;2020-03-29;;0,0;323340,0;False;1;city;PR
Telêmaco Borba;4127106;1;1,26624;2020-03-29;;0,0;78974,0;False;6;city;PR
Terra Rica;4127304;1;5,95628;2020-03-29;;0,0;16789,0;False;1;city;PR
Umuarama;4128104;2;1,79281;2020-03-29;;0,0;111557,0;False;9;city;PR
União da Vitória;4128203;1;1,73862;2020-03-29;;0,0;57517,0;False;3;city;PR
;41;152;1,32937;2020-03-29;0,0132;2,0;11433957,0;False;16;state;PR
Barra Mansa;3300407;1;0,54226;2020-03-29;;0,0;184412,0;False;17;city;RJ
Belford Roxo;3300456;2;0,39146;2020-03-29;;0,0;510906,0;False;4;city;RJ
Campos dos Goytacazes;3301009;1;0,19703;2020-03-29;;0,0;507548,0;False;6;city;RJ
Duque de Caxias;3301702;5;0,54372;2020-03-29;;0,0;919596,0;False;6;city;RJ
Guapimirim;3301850;1;1,65243;2020-03-29;;0,0;60517,0;False;11;city;RJ
Importados/Indefinidos;;0;;2020-03-29;;0,0;;True;9;city;RJ
Itaboraí;3301900;3;1,24692;2020-03-29;;0,0;240592,0;False;3;city;RJ
Mangaratiba;3302601;1;2,24881;2020-03-29;;0,0;44468,0;False;2;city;RJ
Maricá;3302700;1;0,62032;2020-03-29;;0,0;161207,0;False;1;city;RJ
Miguel Pereira;3302908;1;3,91573;2020-03-29;1,0;1,0;25538,0;False;10;city;RJ
Niterói;3303302;39;7,59369;2020-03-29;0,0256;1,0;513584,0;False;14;city;RJ
Nova Iguaçu;3303500;3;0,36535;2020-03-29;;0,0;821128,0;False;2;city;RJ
Petrópolis;3303906;4;1,30637;2020-03-29;0,25;1,0;306191,0;False;9;city;RJ
Resende;3304201;1;0,76138;2020-03-29;;0,0;131341,0;False;5;city;RJ
Rio das Ostras;3304524;2;1,32737;2020-03-29;;0,0;150674,0;False;1;city;RJ
Rio de Janeiro;3304557;516;7,67983;2020-03-29;0,0252;13,0;6718903,0;False;16;city;RJ
São Gonçalo;3304904;6;0,55308;2020-03-29;;0,0;1084839,0;False;7;city;RJ
Seropédica;3305554;1;1,21489;2020-03-29;;0,0;82312,0;False;1;city;RJ
Valença;3306107;1;1,3068;2020-03-29;;0,0;76523,0;False;5;city;RJ
Volta Redonda;3306305;11;4,02913;2020-03-29;0,0909;1,0;273012,0;False;6;city;RJ
;33;600;3,47525;2020-03-29;0,0283;17,0;17264943,0;False;17;state;RJ
Ji-Paraná;1100122;1;0,77538;2020-03-29;;0,0;128969,0;False;9;city;RO
Porto Velho;1100205;5;0,94421;2020-03-29;;0,0;529544,0;False;8;city;RO
;11;6;0,3376;2020-03-29;;0,0;1777225,0;False;9;state;RO
Boa Vista;1400100;13;3,25641;2020-03-29;;0,0;399213,0;False;9;city;RR
Bonfim;1400159;3;24,176;2020-03-29;;0,0;12409,0;False;6;city;RR
;14;16;2,64131;2020-03-29;;0,0;605761,0;False;9;state;RR
Alvorada;4300604;2;0,951;2020-03-29;;0,0;210305,0;False;11;city;RS
Anta Gorda;4300703;2;33,43922;2020-03-29;;0,0;5981,0;False;6;city;RS
Bagé;4301602;9;7,42924;2020-03-29;;0,0;121143,0;False;11;city;RS
Bento Gonçalves;4302105;2;1,66038;2020-03-29;;0,0;120454,0;False;10;city;RS
Cachoeira do Sul;4303004;1;1,21653;2020-03-29;;0,0;82201,0;False;3;city;RS
Campo Bom;4303905;2;2,99796;2020-03-29;;0,0;66712,0;False;17;city;RS
Canguçu;4304507;1;1,78428;2020-03-29;;0,0;56045,0;False;2;city;RS
Canoas;4304606;7;2,01953;2020-03-29;;0,0;346616,0;False;9;city;RS
Capão da Canoa;4304630;2;3,7701;2020-03-29;;0,0;53049,0;False;7;city;RS
Carlos Barbosa;4304804;1;3,35199;2020-03-29;;0,0;29833,0;False;9;city;RS
Caxias do Sul;4305108;6;1,17438;2020-03-29;;0,0;510906,0;False;15;city;RS
Cerro Grande do Sul;4305173;1;8,1706;2020-03-29;;0,0;12239,0;False;5;city;RS
Charqueadas;4305355;1;2,45164;2020-03-29;;0,0;40789,0;False;9;city;RS
Cruzeiro do Sul;4306205;1;8,09848;2020-03-29;;0,0;12348,0;False;7;city;RS
Dois Irmãos;4306403;1;3,06082;2020-03-29;;0,0;32671,0;False;9;city;RS
Dom Pedrito;4306601;1;2,60004;2020-03-29;;0,0;38461,0;False;5;city;RS
Eldorado do Sul;4306767;1;2,42219;2020-03-29;;0,0;41285,0;False;9;city;RS
Erechim;4307005;3;2,83388;2020-03-29;;0,0;105862,0;False;11;city;RS
Estância Velha;4307609;2;3,99824;2020-03-29;;0,0;50022,0;False;8;city;RS
Estrela;4307807;1;2,93118;2020-03-29;;0,0;34116,0;False;9;city;RS
Farroupilha;4307906;1;1,38253;2020-03-29;;0,0;72331,0;False;11;city;RS
Garibaldi;4308607;1;2,85144;2020-03-29;;0,0;35070,0;False;6;city;RS
Gravataí;4309209;1;0,35522;2020-03-29;;0,0;281519,0;False;5;city;RS
Ivoti;4310801;3;12,34924;2020-03-29;;0,0;24293,0;False;10;city;RS
Lajeado;4311403;5;5,95139;2020-03-29;;0,0;84014,0;False;9;city;RS
Marau;4311809;1;2,26444;2020-03-29;;0,0;44161,0;False;4;city;RS
Nova Palma;4313102;1;15,35627;2020-03-29;;0,0;6512,0;False;4;city;RS
Novo Hamburgo;4313409;1;0,40527;2020-03-29;;0,0;246748,0;False;1;city;RS
Osório;4313508;1;2,1742;2020-03-29;;0,0;45994,0;False;7;city;RS
Paraí;4314001;1;13,05995;2020-03-29;;0,0;7657,0;False;6;city;RS
